Cost,Prob,Real_Goal,Results,Time
0.303999125957489/0.6868273615837097/0.009173452854156494/,0.303999125957489/0.6868273615837097/0.009173452854156494/,1.0,1/,0.0006730556488037109
0.04310944676399231/0.29679834842681885/0.6600921154022217/,0.04310944676399231/0.29679834842681885/0.6600921154022217/,2.0,2/,0.00040602684020996094
0.18989333510398865/0.15467569231987/0.6554309725761414/,0.18989333510398865/0.15467569231987/0.6554309725761414/,2.0,2/,0.0005490779876708984
0.44789233803749084/0.11906355619430542/0.43304404616355896/,0.44789233803749084/0.11906355619430542/0.43304404616355896/,2.0,0/,0.0005178451538085938
0.18646635115146637/0.166324183344841/0.6472095251083374/,0.18646635115146637/0.166324183344841/0.6472095251083374/,2.0,2/,0.0005350112915039062
0.0005974232917651534/0.020446546375751495/0.9789560437202454/,0.0005974232917651534/0.020446546375751495/0.9789560437202454/,2.0,2/,0.0006530284881591797
0.39709165692329407/0.4844145178794861/0.11849381774663925/,0.39709165692329407/0.4844145178794861/0.11849381774663925/,0.0,1/,0.00036597251892089844
0.3605223596096039/0.3348575532436371/0.3046201169490814/,0.3605223596096039/0.3348575532436371/0.3046201169490814/,0.0,0/,0.0004971027374267578
0.4719892740249634/0.2729796767234802/0.255031019449234/,0.4719892740249634/0.2729796767234802/0.255031019449234/,0.0,0/,0.0005161762237548828
0.6647782921791077/0.26888981461524963/0.06633187085390091/,0.6647782921791077/0.26888981461524963/0.06633187085390091/,0.0,0/,0.0006201267242431641
0.7534893155097961/0.2414332628250122/0.00507744774222374/,0.7534893155097961/0.2414332628250122/0.00507744774222374/,0.0,0/,0.0006668567657470703
0.3175860643386841/0.4975135624408722/0.1849004030227661/,0.3175860643386841/0.4975135624408722/0.1849004030227661/,1.0,1/,0.0004801750183105469
0.8339441418647766/0.16305284202098846/0.003003030549734831/,0.8339441418647766/0.16305284202098846/0.003003030549734831/,1.0,0/,0.0005702972412109375
0.7751448750495911/0.21490126848220825/0.009953777305781841/,0.7751448750495911/0.21490126848220825/0.009953777305781841/,1.0,0/,0.0005719661712646484
0.46115922927856445/0.4431300759315491/0.09571068733930588/,0.46115922927856445/0.4431300759315491/0.09571068733930588/,1.0,0/,0.0006711483001708984
0.5024786591529846/0.38589391112327576/0.1116274744272232/,0.5024786591529846/0.38589391112327576/0.1116274744272232/,1.0,0/,0.0006940364837646484
0.3960053622722626/0.35724738240242004/0.246747225522995/,0.3960053622722626/0.35724738240242004/0.246747225522995/,2.0,0/,0.0004239082336425781
0.1356860101222992/0.19229836761951447/0.6720156073570251/,0.1356860101222992/0.19229836761951447/0.6720156073570251/,2.0,2/,0.0005083084106445312
0.028172653168439865/0.14594514667987823/0.8258821964263916/,0.028172653168439865/0.14594514667987823/0.8258821964263916/,2.0,2/,0.0005669593811035156
0.008235784247517586/0.09448932111263275/0.897274911403656/,0.008235784247517586/0.09448932111263275/0.897274911403656/,2.0,2/,0.0006420612335205078
0.002605057554319501/0.05870088189840317/0.9386941194534302/,0.002605057554319501/0.05870088189840317/0.9386941194534302/,2.0,2/,0.0006940364837646484
0.17440055310726166/0.4578801393508911/0.36771929264068604/,0.17440055310726166/0.4578801393508911/0.36771929264068604/,0.0,1/,0.00041604042053222656
0.32601118087768555/0.49888384342193604/0.1751050353050232/,0.32601118087768555/0.49888384342193604/0.1751050353050232/,0.0,1/,0.0004858970642089844
0.5387614369392395/0.4048878848552704/0.05635062977671623/,0.5387614369392395/0.4048878848552704/0.05635062977671623/,0.0,0/,0.000514984130859375
0.3745165169239044/0.6042885780334473/0.021194864064455032/,0.3745165169239044/0.6042885780334473/0.021194864064455032/,0.0,1/,0.0005979537963867188
0.45121538639068604/0.5417279005050659/0.007056699134409428/,0.45121538639068604/0.5417279005050659/0.007056699134409428/,0.0,1/,0.0005939006805419922
0.3060176968574524/0.4172362685203552/0.27674600481987/,0.3060176968574524/0.4172362685203552/0.27674600481987/,1.0,1/,0.00041103363037109375
0.5448978543281555/0.4073025584220886/0.047799646854400635/,0.5448978543281555/0.4073025584220886/0.047799646854400635/,1.0,0/,0.0006601810455322266
0.701301097869873/0.2750166654586792/0.02368222177028656/,0.701301097869873/0.2750166654586792/0.02368222177028656/,1.0,0/,0.0005998611450195312
0.4129418134689331/0.5547745823860168/0.03228367865085602/,0.4129418134689331/0.5547745823860168/0.03228367865085602/,1.0,1/,0.0006608963012695312
0.14215822517871857/0.679402232170105/0.17843951284885406/,0.14215822517871857/0.679402232170105/0.17843951284885406/,1.0,1/,0.0007376670837402344
0.22460532188415527/0.32454925775527954/0.4508453905582428/,0.22460532188415527/0.32454925775527954/0.4508453905582428/,2.0,2/,0.0004322528839111328
0.08455678820610046/0.3612992465496063/0.554144024848938/,0.08455678820610046/0.3612992465496063/0.554144024848938/,2.0,2/,0.0005331039428710938
0.009035863913595676/0.5950297713279724/0.3959343135356903/,0.009035863913595676/0.5950297713279724/0.3959343135356903/,2.0,1/,0.0007030963897705078
0.010964242741465569/0.32919183373451233/0.659843921661377/,0.010964242741465569/0.32919183373451233/0.659843921661377/,2.0,2/,0.0007119178771972656
0.00330865359865129/0.16979800164699554/0.8268933296203613/,0.00330865359865129/0.16979800164699554/0.8268933296203613/,2.0,2/,0.0010318756103515625
0.15986108779907227/0.49489855766296387/0.34524035453796387/,0.15986108779907227/0.49489855766296387/0.34524035453796387/,0.0,1/,0.0003821849822998047
0.29061490297317505/0.6653452515602112/0.04403981938958168/,0.29061490297317505/0.6653452515602112/0.04403981938958168/,0.0,1/,0.0005719661712646484
0.13980628550052643/0.8148671388626099/0.04532654210925102/,0.13980628550052643/0.8148671388626099/0.04532654210925102/,0.0,1/,0.0005671977996826172
0.14941562712192535/0.8242771029472351/0.026307228952646255/,0.14941562712192535/0.8242771029472351/0.026307228952646255/,0.0,1/,0.0007932186126708984
0.43203964829444885/0.561828076839447/0.006132283713668585/,0.43203964829444885/0.561828076839447/0.006132283713668585/,0.0,1/,0.0007936954498291016
0.2665960192680359/0.5710026621818542/0.16240133345127106/,0.2665960192680359/0.5710026621818542/0.16240133345127106/,1.0,1/,0.0006201267242431641
0.6043416857719421/0.3575344979763031/0.03812388330698013/,0.6043416857719421/0.3575344979763031/0.03812388330698013/,1.0,0/,0.0005660057067871094
0.46922025084495544/0.47635847330093384/0.05442122370004654/,0.46922025084495544/0.47635847330093384/0.05442122370004654/,1.0,1/,0.0005748271942138672
0.4936467409133911/0.4385846257209778/0.06776861846446991/,0.4936467409133911/0.4385846257209778/0.06776861846446991/,1.0,0/,0.0009291172027587891
0.19787856936454773/0.6804391145706177/0.12168228626251221/,0.19787856936454773/0.6804391145706177/0.12168228626251221/,1.0,1/,0.0009429454803466797
0.08669693022966385/0.29574084281921387/0.6175621747970581/,0.08669693022966385/0.29574084281921387/0.6175621747970581/,2.0,2/,0.0005249977111816406
0.1970061957836151/0.17678634822368622/0.6262074708938599/,0.1970061957836151/0.17678634822368622/0.6262074708938599/,2.0,2/,0.0005619525909423828
0.20982201397418976/0.20064188539981842/0.5895360708236694/,0.20982201397418976/0.20064188539981842/0.5895360708236694/,2.0,2/,0.0006020069122314453
0.10711688548326492/0.11314607411623001/0.7797370553016663/,0.10711688548326492/0.11314607411623001/0.7797370553016663/,2.0,2/,0.0006279945373535156
0.009624944999814034/0.06764618307352066/0.9227288961410522/,0.009624944999814034/0.06764618307352066/0.9227288961410522/,2.0,2/,0.0009560585021972656
0.5310729742050171/0.4376392662525177/0.03128771856427193/,0.5310729742050171/0.4376392662525177/0.03128771856427193/,0.0,0/,0.0003879070281982422
0.7881587743759155/0.20626011490821838/0.005581097677350044/,0.7881587743759155/0.20626011490821838/0.005581097677350044/,0.0,0/,0.0005142688751220703
0.8284902572631836/0.16722910106182098/0.004280587192624807/,0.8284902572631836/0.16722910106182098/0.004280587192624807/,0.0,0/,0.0005271434783935547
0.8969881534576416/0.10004932433366776/0.0029625529423356056/,0.8969881534576416/0.10004932433366776/0.0029625529423356056/,0.0,0/,0.0005850791931152344
0.9193518161773682/0.07719802856445312/0.0034501543268561363/,0.9193518161773682/0.07719802856445312/0.0034501543268561363/,0.0,0/,0.0006771087646484375
0.17881233990192413/0.7218564748764038/0.09933116286993027/,0.17881233990192413/0.7218564748764038/0.09933116286993027/,1.0,1/,0.0006821155548095703
0.4488685429096222/0.5296112895011902/0.021520162001252174/,0.4488685429096222/0.5296112895011902/0.021520162001252174/,1.0,1/,0.0006821155548095703
0.5721430778503418/0.4032270014286041/0.024629872292280197/,0.5721430778503418/0.4032270014286041/0.024629872292280197/,1.0,0/,0.0005769729614257812
0.7446284294128418/0.22853465378284454/0.02683691307902336/,0.7446284294128418/0.22853465378284454/0.02683691307902336/,1.0,0/,0.0006530284881591797
0.7926725745201111/0.19830402731895447/0.00902344100177288/,0.7926725745201111/0.19830402731895447/0.00902344100177288/,1.0,0/,0.0006771087646484375
0.24175748229026794/0.4280601739883423/0.33018240332603455/,0.24175748229026794/0.4280601739883423/0.33018240332603455/,2.0,1/,0.00037384033203125
0.11877886205911636/0.4373757243156433/0.44384539127349854/,0.11877886205911636/0.4373757243156433/0.44384539127349854/,2.0,2/,0.0005202293395996094
0.22131825983524323/0.316898375749588/0.46178337931632996/,0.22131825983524323/0.316898375749588/0.46178337931632996/,2.0,2/,0.001020193099975586
0.11140484362840652/0.18881119787693024/0.699783980846405/,0.11140484362840652/0.18881119787693024/0.699783980846405/,2.0,2/,0.0006818771362304688
0.00206829234957695/0.047393713146448135/0.9505379796028137/,0.00206829234957695/0.047393713146448135/0.9505379796028137/,2.0,2/,0.0010190010070800781
0.5039531588554382/0.34526920318603516/0.15077771246433258/,0.5039531588554382/0.34526920318603516/0.15077771246433258/,0.0,0/,0.0003921985626220703
0.6132790446281433/0.2936921715736389/0.09302881360054016/,0.6132790446281433/0.2936921715736389/0.09302881360054016/,0.0,0/,0.0004999637603759766
0.6745113134384155/0.2513957917690277/0.07409282773733139/,0.6745113134384155/0.2513957917690277/0.07409282773733139/,0.0,0/,0.0005397796630859375
0.8238999843597412/0.15213024616241455/0.023969711735844612/,0.8238999843597412/0.15213024616241455/0.023969711735844612/,0.0,0/,0.0005681514739990234
0.8162534236907959/0.1822848916053772/0.0014616387197747827/,0.8162534236907959/0.1822848916053772/0.0014616387197747827/,0.0,0/,0.0006659030914306641
0.4154263734817505/0.47527366876602173/0.10929995030164719/,0.4154263734817505/0.47527366876602173/0.10929995030164719/,1.0,1/,0.0006809234619140625
0.7496209144592285/0.23996129631996155/0.010417787358164787/,0.7496209144592285/0.23996129631996155/0.010417787358164787/,1.0,0/,0.0005629062652587891
0.7971214652061462/0.189036563038826/0.013841982930898666/,0.7971214652061462/0.189036563038826/0.013841982930898666/,1.0,0/,0.0006248950958251953
0.8477111458778381/0.14564190804958344/0.006646917667239904/,0.8477111458778381/0.14564190804958344/0.006646917667239904/,1.0,0/,0.0006091594696044922
0.9727450609207153/0.026941442862153053/0.0003135103906970471/,0.9727450609207153/0.026941442862153053/0.0003135103906970471/,1.0,0/,0.0006229877471923828
0.05712887644767761/0.17003098130226135/0.772840142250061/,0.05712887644767761/0.17003098130226135/0.772840142250061/,2.0,2/,0.00042700767517089844
0.01534925028681755/0.08779481798410416/0.8968560099601746/,0.01534925028681755/0.08779481798410416/0.8968560099601746/,2.0,2/,0.000476837158203125
0.007875900715589523/0.017603525891900063/0.9745206236839294/,0.007875900715589523/0.017603525891900063/0.9745206236839294/,2.0,2/,0.0005600452423095703
0.0004125670238863677/0.009592603892087936/0.9899947643280029/,0.0004125670238863677/0.009592603892087936/0.9899947643280029/,2.0,2/,0.0006039142608642578
0.0005232053226791322/0.023415997624397278/0.9760608077049255/,0.0005232053226791322/0.023415997624397278/0.9760608077049255/,2.0,2/,0.0006740093231201172
0.2340499758720398/0.47045305371284485/0.29549694061279297/,0.2340499758720398/0.47045305371284485/0.29549694061279297/,0.0,1/,0.000415802001953125
0.4891970455646515/0.5004270672798157/0.010375915095210075/,0.4891970455646515/0.5004270672798157/0.010375915095210075/,0.0,1/,0.0005500316619873047
0.4900566339492798/0.5014376044273376/0.008505833335220814/,0.4900566339492798/0.5014376044273376/0.008505833335220814/,0.0,1/,0.0005881786346435547
0.362092524766922/0.6292870044708252/0.00862039253115654/,0.362092524766922/0.6292870044708252/0.00862039253115654/,0.0,1/,0.00063323974609375
0.43449148535728455/0.5592381358146667/0.0062703597359359264/,0.43449148535728455/0.5592381358146667/0.0062703597359359264/,0.0,1/,0.0007140636444091797
0.05619021877646446/0.3481496274471283/0.5956601500511169/,0.05619021877646446/0.3481496274471283/0.5956601500511169/,1.0,2/,0.0004420280456542969
0.18658168613910675/0.2697177827358246/0.5437004566192627/,0.18658168613910675/0.2697177827358246/0.5437004566192627/,1.0,2/,0.0005440711975097656
0.3182852566242218/0.29411208629608154/0.38760262727737427/,0.3182852566242218/0.29411208629608154/0.38760262727737427/,1.0,2/,0.0005819797515869141
0.6721250414848328/0.2898564636707306/0.038018494844436646/,0.6721250414848328/0.2898564636707306/0.038018494844436646/,1.0,0/,0.0006458759307861328
0.888454794883728/0.0919405072927475/0.01960473693907261/,0.888454794883728/0.0919405072927475/0.01960473693907261/,1.0,0/,0.0007088184356689453
0.17998358607292175/0.32921910285949707/0.4907972812652588/,0.17998358607292175/0.32921910285949707/0.4907972812652588/,2.0,2/,0.0004420280456542969
0.10510920733213425/0.20141835510730743/0.6934724450111389/,0.10510920733213425/0.20141835510730743/0.6934724450111389/,2.0,2/,0.0005431175231933594
0.03482294827699661/0.10189245641231537/0.8632845878601074/,0.03482294827699661/0.10189245641231537/0.8632845878601074/,2.0,2/,0.0005879402160644531
0.006972156930714846/0.1479271650314331/0.8451007008552551/,0.006972156930714846/0.1479271650314331/0.8451007008552551/,2.0,2/,0.0006339550018310547
0.0022139535285532475/0.10248742252588272/0.8952986598014832/,0.0022139535285532475/0.10248742252588272/0.8952986598014832/,2.0,2/,0.0006811618804931641
0.08334067463874817/0.13955238461494446/0.7771069407463074/,0.08334067463874817/0.13955238461494446/0.7771069407463074/,0.0,2/,0.0004470348358154297
0.12683671712875366/0.22382809221744537/0.6493352055549622/,0.12683671712875366/0.22382809221744537/0.6493352055549622/,0.0,2/,0.0007028579711914062
0.6179430484771729/0.11744466423988342/0.2646123468875885/,0.6179430484771729/0.11744466423988342/0.2646123468875885/,0.0,0/,0.0007879734039306641
0.7396432757377625/0.18779677152633667/0.0725599154829979/,0.7396432757377625/0.18779677152633667/0.0725599154829979/,0.0,0/,0.0008831024169921875
0.6607654094696045/0.3344320058822632/0.004802553914487362/,0.6607654094696045/0.3344320058822632/0.004802553914487362/,0.0,0/,0.0010259151458740234
0.1311749368906021/0.2255396693944931/0.6432853937149048/,0.1311749368906021/0.2255396693944931/0.6432853937149048/,1.0,2/,0.0006427764892578125
0.4118095934391022/0.1267765611410141/0.4614138901233673/,0.4118095934391022/0.1267765611410141/0.4614138901233673/,1.0,2/,0.0006058216094970703
0.4342764914035797/0.2187412679195404/0.3469822108745575/,0.4342764914035797/0.2187412679195404/0.3469822108745575/,1.0,0/,0.0006129741668701172
0.026091450825333595/0.10525014996528625/0.8686583638191223/,0.026091450825333595/0.10525014996528625/0.8686583638191223/,1.0,2/,0.0006940364837646484
0.00890110619366169/0.12299510091543198/0.8681038618087769/,0.00890110619366169/0.12299510091543198/0.8681038618087769/,1.0,2/,0.0007410049438476562
0.08078306168317795/0.3923278748989105/0.5268891453742981/,0.08078306168317795/0.3923278748989105/0.5268891453742981/,2.0,2/,0.0004773139953613281
0.044733352959156036/0.091332346200943/0.8639342188835144/,0.044733352959156036/0.091332346200943/0.8639342188835144/,2.0,2/,0.0005710124969482422
0.20859158039093018/0.19923602044582367/0.592172384262085/,0.20859158039093018/0.19923602044582367/0.592172384262085/,2.0,2/,0.0006432533264160156
0.054039351642131805/0.09152909368276596/0.8544315099716187/,0.054039351642131805/0.09152909368276596/0.8544315099716187/,2.0,2/,0.0007023811340332031
0.0031994637101888657/0.13140657544136047/0.8653939366340637/,0.0031994637101888657/0.13140657544136047/0.8653939366340637/,2.0,2/,0.0007727146148681641
0.5654710531234741/0.3205426335334778/0.11398626863956451/,0.5654710531234741/0.3205426335334778/0.11398626863956451/,0.0,0/,0.00039887428283691406
0.6123713254928589/0.18290092051029205/0.20472778379917145/,0.6123713254928589/0.18290092051029205/0.20472778379917145/,0.0,0/,0.0005140304565429688
0.685790479183197/0.1924513578414917/0.12175820767879486/,0.685790479183197/0.1924513578414917/0.12175820767879486/,0.0,0/,0.0005156993865966797
0.8092634677886963/0.15508143603801727/0.03565513342618942/,0.8092634677886963/0.15508143603801727/0.03565513342618942/,0.0,0/,0.0005359649658203125
0.7719126343727112/0.22569243609905243/0.002394893206655979/,0.7719126343727112/0.22569243609905243/0.002394893206655979/,0.0,0/,0.0006451606750488281
0.40469053387641907/0.291625440120697/0.3036840558052063/,0.40469053387641907/0.291625440120697/0.3036840558052063/,1.0,0/,0.0004055500030517578
0.3512362539768219/0.3507181704044342/0.2980455458164215/,0.3512362539768219/0.3507181704044342/0.2980455458164215/,1.0,0/,0.0005109310150146484
0.36050695180892944/0.17692908644676208/0.46256399154663086/,0.36050695180892944/0.17692908644676208/0.46256399154663086/,1.0,2/,0.0005428791046142578
0.08011551946401596/0.5860272645950317/0.3338572084903717/,0.08011551946401596/0.5860272645950317/0.3338572084903717/,1.0,1/,0.000720977783203125
0.06481529027223587/0.8315081596374512/0.10367652028799057/,0.06481529027223587/0.8315081596374512/0.10367652028799057/,1.0,1/,0.000720977783203125
0.25749915838241577/0.39472922682762146/0.34777164459228516/,0.25749915838241577/0.39472922682762146/0.34777164459228516/,2.0,1/,0.00039887428283691406
0.2915411591529846/0.382815957069397/0.32564282417297363/,0.2915411591529846/0.382815957069397/0.32564282417297363/,2.0,1/,0.00047087669372558594
0.15300194919109344/0.4612646996974945/0.38573333621025085/,0.15300194919109344/0.4612646996974945/0.38573333621025085/,2.0,1/,0.0006210803985595703
0.02514394000172615/0.28701692819595337/0.6878390908241272/,0.02514394000172615/0.28701692819595337/0.6878390908241272/,2.0,2/,0.0006210803985595703
0.0018578553572297096/0.050507113337516785/0.9476349949836731/,0.0018578553572297096/0.050507113337516785/0.9476349949836731/,2.0,2/,0.0007491111755371094
0.2654217779636383/0.4068712592124939/0.3277069628238678/,0.2654217779636383/0.4068712592124939/0.3277069628238678/,0.0,1/,0.00047016143798828125
0.07315858453512192/0.49194392561912537/0.43489745259284973/,0.07315858453512192/0.49194392561912537/0.43489745259284973/,0.0,1/,0.0005719661712646484
0.10553843528032303/0.41159775853157043/0.4828638434410095/,0.10553843528032303/0.41159775853157043/0.4828638434410095/,0.0,2/,0.0005688667297363281
0.06540548801422119/0.5837756395339966/0.350818932056427/,0.06540548801422119/0.5837756395339966/0.350818932056427/,0.0,1/,0.0005917549133300781
0.0277634896337986/0.8568680286407471/0.11536851525306702/,0.0277634896337986/0.8568680286407471/0.11536851525306702/,0.0,1/,0.0006814002990722656
0.20812033116817474/0.6045461893081665/0.18733343482017517/,0.20812033116817474/0.6045461893081665/0.18733343482017517/,1.0,1/,0.00045299530029296875
0.266031414270401/0.5226182341575623/0.21135036647319794/,0.266031414270401/0.5226182341575623/0.21135036647319794/,1.0,1/,0.0005497932434082031
0.3585847020149231/0.5053219199180603/0.1360933482646942/,0.3585847020149231/0.5053219199180603/0.1360933482646942/,1.0,1/,0.0005502700805664062
0.516892671585083/0.43937236070632935/0.04373494163155556/,0.516892671585083/0.43937236070632935/0.04373494163155556/,1.0,0/,0.0006120204925537109
0.1813381016254425/0.7810611724853516/0.03760066255927086/,0.1813381016254425/0.7810611724853516/0.03760066255927086/,1.0,1/,0.0006630420684814453
0.41984453797340393/0.3165682554244995/0.2635871469974518/,0.41984453797340393/0.3165682554244995/0.2635871469974518/,2.0,0/,0.0004200935363769531
0.1429012417793274/0.35397177934646606/0.5031269788742065/,0.1429012417793274/0.35397177934646606/0.5031269788742065/,2.0,2/,0.0005369186401367188
0.2497623711824417/0.3847616910934448/0.36547598242759705/,0.2497623711824417/0.3847616910934448/0.36547598242759705/,2.0,1/,0.0005848407745361328
0.003685406409204006/0.03094482608139515/0.9653698205947876/,0.003685406409204006/0.03094482608139515/0.9653698205947876/,2.0,2/,0.0006661415100097656
0.002452607499435544/0.057856105268001556/0.9396912455558777/,0.002452607499435544/0.057856105268001556/0.9396912455558777/,2.0,2/,0.0007140636444091797
0.14712299406528473/0.7308725118637085/0.12200450897216797/,0.14712299406528473/0.7308725118637085/0.12200450897216797/,0.0,1/,0.0003840923309326172
0.2532673180103302/0.7062538266181946/0.04047892987728119/,0.2532673180103302/0.7062538266181946/0.04047892987728119/,0.0,1/,0.0005297660827636719
0.6401531100273132/0.34234097599983215/0.01750592328608036/,0.6401531100273132/0.34234097599983215/0.01750592328608036/,0.0,0/,0.0005271434783935547
0.7071077823638916/0.2813824713230133/0.01150971744209528/,0.7071077823638916/0.2813824713230133/0.01150971744209528/,0.0,0/,0.0005369186401367188
0.5236819982528687/0.45694419741630554/0.019373826682567596/,0.5236819982528687/0.45694419741630554/0.019373826682567596/,0.0,0/,0.0007009506225585938
0.11473565548658371/0.23589974641799927/0.6493645310401917/,0.11473565548658371/0.23589974641799927/0.6493645310401917/,1.0,2/,0.0004951953887939453
0.20009349286556244/0.2506696879863739/0.5492368936538696/,0.20009349286556244/0.2506696879863739/0.5492368936538696/,1.0,2/,0.0006210803985595703
0.059293512254953384/0.3096737563610077/0.6310327649116516/,0.059293512254953384/0.3096737563610077/0.6310327649116516/,1.0,2/,0.0007569789886474609
0.3257904350757599/0.5966280698776245/0.0775814950466156/,0.3257904350757599/0.5966280698776245/0.0775814950466156/,1.0,1/,0.0010128021240234375
0.7814615368843079/0.2140575498342514/0.0044809975661337376/,0.7814615368843079/0.2140575498342514/0.0044809975661337376/,1.0,0/,0.0011429786682128906
0.0462438128888607/0.5451439023017883/0.40861234068870544/,0.0462438128888607/0.5451439023017883/0.40861234068870544/,2.0,1/,0.00042438507080078125
0.05981580540537834/0.6079551577568054/0.33222895860671997/,0.05981580540537834/0.6079551577568054/0.33222895860671997/,2.0,1/,0.0005109310150146484
0.11647282540798187/0.1610259860754013/0.7225012183189392/,0.11647282540798187/0.1610259860754013/0.7225012183189392/,2.0,2/,0.0006310939788818359
0.025423292070627213/0.051861200481653214/0.9227155447006226/,0.025423292070627213/0.051861200481653214/0.9227155447006226/,2.0,2/,0.0006341934204101562
0.0012464484898373485/0.04849844425916672/0.9502550959587097/,0.0012464484898373485/0.04849844425916672/0.9502550959587097/,2.0,2/,0.0007271766662597656
0.12122102081775665/0.5380730032920837/0.34070590138435364/,0.12122102081775665/0.5380730032920837/0.34070590138435364/,0.0,1/,0.0004322528839111328
0.5484587550163269/0.44107261300086975/0.010468656197190285/,0.5484587550163269/0.44107261300086975/0.010468656197190285/,0.0,0/,0.0008792877197265625
0.4973510801792145/0.4923163652420044/0.010332498699426651/,0.4973510801792145/0.4923163652420044/0.010332498699426651/,0.0,0/,0.0009260177612304688
0.8691898584365845/0.1282241940498352/0.0025859030429273844/,0.8691898584365845/0.1282241940498352/0.0025859030429273844/,0.0,0/,0.0007538795471191406
0.8677346110343933/0.13071893155574799/0.001546443090774119/,0.8677346110343933/0.13071893155574799/0.001546443090774119/,0.0,0/,0.0008389949798583984
0.27921390533447266/0.3698095381259918/0.3509765565395355/,0.27921390533447266/0.3698095381259918/0.3509765565395355/,1.0,1/,0.0006110668182373047
0.2540102005004883/0.44086313247680664/0.3051266372203827/,0.2540102005004883/0.44086313247680664/0.3051266372203827/,1.0,1/,0.0005919933319091797
0.19094766676425934/0.50540691614151/0.30364540219306946/,0.19094766676425934/0.50540691614151/0.30364540219306946/,1.0,1/,0.0004489421844482422
0.13835251331329346/0.6329400539398193/0.22870749235153198/,0.13835251331329346/0.6329400539398193/0.22870749235153198/,1.0,1/,0.00044608116149902344
0.02492915466427803/0.9138115048408508/0.061259325593709946/,0.02492915466427803/0.9138115048408508/0.061259325593709946/,1.0,1/,0.0005469322204589844
0.09209547936916351/0.1729002743959427/0.7350042462348938/,0.09209547936916351/0.1729002743959427/0.7350042462348938/,2.0,2/,0.0003311634063720703
