Cost,Prob,Real_Goal,Results,Time
0.3226379454135895/0.49047088623046875/0.18689115345478058/,0.3226379454135895/0.49047088623046875/0.18689115345478058/,1.0,1/,0.0004611015319824219
0.27690473198890686/0.4736473858356476/0.24944789707660675/,0.27690473198890686/0.4736473858356476/0.24944789707660675/,1.0,1/,0.0005209445953369141
0.20825403928756714/0.6436644196510315/0.14808152616024017/,0.20825403928756714/0.6436644196510315/0.14808152616024017/,1.0,1/,0.0005779266357421875
0.40666651725769043/0.33945873379707336/0.2538747787475586/,0.40666651725769043/0.33945873379707336/0.2538747787475586/,2.0,0/,0.000453948974609375
0.40978357195854187/0.4284387528896332/0.16177763044834137/,0.40978357195854187/0.4284387528896332/0.16177763044834137/,2.0,1/,0.0007181167602539062
0.4021971523761749/0.41115331649780273/0.18664959073066711/,0.4021971523761749/0.41115331649780273/0.18664959073066711/,2.0,1/,0.0007748603820800781
0.279418408870697/0.4910784959793091/0.22950305044651031/,0.279418408870697/0.4910784959793091/0.22950305044651031/,2.0,1/,0.0008320808410644531
0.10702796280384064/0.24124668538570404/0.6517253518104553/,0.10702796280384064/0.24124668538570404/0.6517253518104553/,2.0,2/,0.0009989738464355469
0.049111638218164444/0.17495720088481903/0.775931179523468/,0.049111638218164444/0.17495720088481903/0.775931179523468/,0.0,2/,0.0009889602661132812
0.1019924208521843/0.3975391983985901/0.5004683136940002/,0.1019924208521843/0.3975391983985901/0.5004683136940002/,0.0,2/,0.0005671977996826172
0.2836516201496124/0.572931170463562/0.14341717958450317/,0.2836516201496124/0.572931170463562/0.14341717958450317/,0.0,1/,0.0006258487701416016
0.7067012786865234/0.2500516474246979/0.04324701800942421/,0.7067012786865234/0.2500516474246979/0.04324701800942421/,0.0,0/,0.0006911754608154297
0.9131910800933838/0.07936275750398636/0.007446239236742258/,0.9131910800933838/0.07936275750398636/0.007446239236742258/,0.0,0/,0.0010221004486083984
0.0656241625547409/0.1590518355369568/0.7753239870071411/,0.0656241625547409/0.1590518355369568/0.7753239870071411/,1.0,2/,0.0005142688751220703
0.0689522847533226/0.13718540966510773/0.7938622832298279/,0.0689522847533226/0.13718540966510773/0.7938622832298279/,1.0,2/,0.0005390644073486328
0.12091703712940216/0.1573912352323532/0.7216917276382446/,0.12091703712940216/0.1573912352323532/0.7216917276382446/,1.0,2/,0.0007281303405761719
0.19285167753696442/0.5196481347084045/0.28750014305114746/,0.19285167753696442/0.5196481347084045/0.28750014305114746/,1.0,1/,0.0007448196411132812
0.27392157912254333/0.5564310550689697/0.16964732110500336/,0.27392157912254333/0.5564310550689697/0.16964732110500336/,1.0,1/,0.0009741783142089844
0.07029132544994354/0.15835639834403992/0.7713522911071777/,0.07029132544994354/0.15835639834403992/0.7713522911071777/,2.0,2/,0.0004279613494873047
0.07940126210451126/0.14027370512485504/0.7803250551223755/,0.07940126210451126/0.14027370512485504/0.7803250551223755/,2.0,2/,0.0004940032958984375
0.08598218113183975/0.38363704085350037/0.5303808450698853/,0.08598218113183975/0.38363704085350037/0.5303808450698853/,2.0,2/,0.0005428791046142578
0.08727239072322845/0.4821968078613281/0.430530846118927/,0.08727239072322845/0.4821968078613281/0.430530846118927/,2.0,1/,0.0007827281951904297
0.13028500974178314/0.3653281033039093/0.5043869614601135/,0.13028500974178314/0.3653281033039093/0.5043869614601135/,2.0,2/,0.0009911060333251953
0.22643183171749115/0.5048611164093018/0.2687070071697235/,0.22643183171749115/0.5048611164093018/0.2687070071697235/,0.0,1/,0.0006718635559082031
0.06690634042024612/0.34518659114837646/0.5879070162773132/,0.06690634042024612/0.34518659114837646/0.5879070162773132/,0.0,2/,0.0006160736083984375
0.05577389523386955/0.30762651562690735/0.636599600315094/,0.05577389523386955/0.30762651562690735/0.636599600315094/,0.0,2/,0.0007631778717041016
0.04191241040825844/0.1318652182817459/0.8262224197387695/,0.04191241040825844/0.1318652182817459/0.8262224197387695/,0.0,2/,0.0010859966278076172
0.0379183366894722/0.12993203103542328/0.8321496844291687/,0.0379183366894722/0.12993203103542328/0.8321496844291687/,0.0,2/,0.0012481212615966797
0.29294469952583313/0.30346444249153137/0.4035908579826355/,0.29294469952583313/0.30346444249153137/0.4035908579826355/,1.0,2/,0.0003681182861328125
0.08013773709535599/0.8179226517677307/0.10193963348865509/,0.08013773709535599/0.8179226517677307/0.10193963348865509/,1.0,1/,0.0004711151123046875
0.12941007316112518/0.7313058376312256/0.139284148812294/,0.12941007316112518/0.7313058376312256/0.139284148812294/,1.0,1/,0.0007648468017578125
0.13669820129871368/0.7462894320487976/0.1170123815536499/,0.13669820129871368/0.7462894320487976/0.1170123815536499/,1.0,1/,0.0006620883941650391
0.17200332880020142/0.776777982711792/0.05121872201561928/,0.17200332880020142/0.776777982711792/0.05121872201561928/,1.0,1/,0.0006699562072753906
0.05172885209321976/0.18876686692237854/0.7595043182373047/,0.05172885209321976/0.18876686692237854/0.7595043182373047/,2.0,2/,0.0005440711975097656
0.05429580435156822/0.1752365529537201/0.7704676389694214/,0.05429580435156822/0.1752365529537201/0.7704676389694214/,2.0,2/,0.0007700920104980469
0.07458079606294632/0.30703750252723694/0.6183817386627197/,0.07458079606294632/0.30703750252723694/0.6183817386627197/,2.0,2/,0.0008440017700195312
0.08228861540555954/0.24528279900550842/0.6724286079406738/,0.08228861540555954/0.24528279900550842/0.6724286079406738/,2.0,2/,0.0010890960693359375
0.22541570663452148/0.42350101470947266/0.35108327865600586/,0.22541570663452148/0.42350101470947266/0.35108327865600586/,2.0,1/,0.0018889904022216797
0.21838656067848206/0.33961978554725647/0.44199374318122864/,0.21838656067848206/0.33961978554725647/0.44199374318122864/,0.0,2/,0.0005371570587158203
0.5771840214729309/0.27384260296821594/0.14897337555885315/,0.5771840214729309/0.27384260296821594/0.14897337555885315/,0.0,0/,0.0005221366882324219
0.3542649745941162/0.3286503553390503/0.3170846402645111/,0.3542649745941162/0.3286503553390503/0.3170846402645111/,0.0,0/,0.0010521411895751953
0.2821424901485443/0.5479822158813477/0.16987530887126923/,0.2821424901485443/0.5479822158813477/0.16987530887126923/,0.0,1/,0.0008866786956787109
0.5633702874183655/0.32904669642448425/0.10758297890424728/,0.5633702874183655/0.32904669642448425/0.10758297890424728/,0.0,0/,0.0009112358093261719
0.03746522217988968/0.5579174757003784/0.4046173691749573/,0.03746522217988968/0.5579174757003784/0.4046173691749573/,1.0,1/,0.0005247592926025391
0.46169182658195496/0.4808581471443176/0.05744996666908264/,0.46169182658195496/0.4808581471443176/0.05744996666908264/,1.0,1/,0.0013229846954345703
0.13288021087646484/0.8199577927589417/0.047161974012851715/,0.13288021087646484/0.8199577927589417/0.047161974012851715/,1.0,1/,0.0009710788726806641
0.6290061473846436/0.3259662389755249/0.04502767696976662/,0.6290061473846436/0.3259662389755249/0.04502767696976662/,1.0,0/,0.0010259151458740234
0.2916513681411743/0.545960009098053/0.16238859295845032/,0.2916513681411743/0.545960009098053/0.16238859295845032/,1.0,1/,0.0016109943389892578
0.18970659375190735/0.34332361817359924/0.46696972846984863/,0.18970659375190735/0.34332361817359924/0.46696972846984863/,2.0,2/,0.00049591064453125
0.2669624388217926/0.577690601348877/0.1553470343351364/,0.2669624388217926/0.577690601348877/0.1553470343351364/,2.0,1/,0.0009770393371582031
0.2831832468509674/0.6058517098426819/0.11096500605344772/,0.2831832468509674/0.6058517098426819/0.11096500605344772/,2.0,1/,0.0009527206420898438
0.16044427454471588/0.2603439390659332/0.5792117714881897/,0.16044427454471588/0.2603439390659332/0.5792117714881897/,2.0,2/,0.0008969306945800781
0.06131530925631523/0.5818452835083008/0.3568393886089325/,0.06131530925631523/0.5818452835083008/0.3568393886089325/,2.0,1/,0.0006783008575439453
0.298544317483902/0.20196041464805603/0.4994952380657196/,0.298544317483902/0.20196041464805603/0.4994952380657196/,0.0,2/,0.00034618377685546875
0.20976781845092773/0.6596400737762451/0.13059209287166595/,0.20976781845092773/0.6596400737762451/0.13059209287166595/,0.0,1/,0.0005507469177246094
0.3408704698085785/0.6177063584327698/0.041423141956329346/,0.3408704698085785/0.6177063584327698/0.041423141956329346/,0.0,1/,0.0008490085601806641
0.6321845054626465/0.3578264117240906/0.009989107958972454/,0.6321845054626465/0.3578264117240906/0.009989107958972454/,0.0,0/,0.0007460117340087891
0.8310871720314026/0.16619347035884857/0.0027193597052246332/,0.8310871720314026/0.16619347035884857/0.0027193597052246332/,0.0,0/,0.0007212162017822266
0.0774836540222168/0.4719914197921753/0.4505249857902527/,0.0774836540222168/0.4719914197921753/0.4505249857902527/,1.0,1/,0.0006101131439208984
0.07049690186977386/0.2185673862695694/0.7109357118606567/,0.07049690186977386/0.2185673862695694/0.7109357118606567/,1.0,2/,0.0008838176727294922
0.07170505821704865/0.2508809268474579/0.6774140000343323/,0.07170505821704865/0.2508809268474579/0.6774140000343323/,1.0,2/,0.0010678768157958984
0.09267903119325638/0.20503298938274384/0.7022879719734192/,0.09267903119325638/0.20503298938274384/0.7022879719734192/,1.0,2/,0.0014379024505615234
0.16241517663002014/0.1595880091190338/0.677996814250946/,0.16241517663002014/0.1595880091190338/0.677996814250946/,1.0,2/,0.003098726272583008
0.10128510743379593/0.3240332007408142/0.5746816396713257/,0.10128510743379593/0.3240332007408142/0.5746816396713257/,2.0,2/,0.0005939006805419922
0.0832187682390213/0.29316362738609314/0.6236176490783691/,0.0832187682390213/0.29316362738609314/0.6236176490783691/,2.0,2/,0.00061798095703125
0.1882600337266922/0.23754161596298218/0.5741983652114868/,0.1882600337266922/0.23754161596298218/0.5741983652114868/,2.0,2/,0.0007309913635253906
0.09815017879009247/0.052678775042295456/0.849170982837677/,0.09815017879009247/0.052678775042295456/0.849170982837677/,2.0,2/,0.0009369850158691406
0.02646806836128235/0.09565246105194092/0.8778794407844543/,0.02646806836128235/0.09565246105194092/0.8778794407844543/,2.0,2/,0.0010082721710205078
0.5987129211425781/0.2126885950565338/0.18859851360321045/,0.5987129211425781/0.2126885950565338/0.18859851360321045/,0.0,0/,0.0005161762237548828
0.6765586733818054/0.1830870509147644/0.14035426080226898/,0.6765586733818054/0.1830870509147644/0.14035426080226898/,0.0,0/,0.0006189346313476562
0.5001537799835205/0.4221939444541931/0.07765229046344757/,0.5001537799835205/0.4221939444541931/0.07765229046344757/,0.0,0/,0.0006918907165527344
0.35700124502182007/0.49223843216896057/0.15076042711734772/,0.35700124502182007/0.49223843216896057/0.15076042711734772/,0.0,1/,0.0007100105285644531
0.3510724902153015/0.42428258061408997/0.2246449589729309/,0.3510724902153015/0.42428258061408997/0.2246449589729309/,0.0,1/,0.0008678436279296875
0.4750654101371765/0.43063992261886597/0.09429469704627991/,0.4750654101371765/0.43063992261886597/0.09429469704627991/,1.0,0/,0.00046896934509277344
0.11026185005903244/0.814117431640625/0.07562076300382614/,0.11026185005903244/0.814117431640625/0.07562076300382614/,1.0,1/,0.0004749298095703125
0.24011465907096863/0.47099852561950684/0.28888678550720215/,0.24011465907096863/0.47099852561950684/0.28888678550720215/,1.0,1/,0.0006830692291259766
0.4191328287124634/0.2586384415626526/0.3222287595272064/,0.4191328287124634/0.2586384415626526/0.3222287595272064/,1.0,0/,0.0006380081176757812
0.18043160438537598/0.3743900954723358/0.4451782703399658/,0.18043160438537598/0.3743900954723358/0.4451782703399658/,1.0,2/,0.0008146762847900391
0.30195021629333496/0.1725645661354065/0.5254852175712585/,0.30195021629333496/0.1725645661354065/0.5254852175712585/,2.0,2/,0.0004553794860839844
0.26820793747901917/0.2779294550418854/0.45386260747909546/,0.26820793747901917/0.2779294550418854/0.45386260747909546/,2.0,2/,0.0004439353942871094
0.14366380870342255/0.34947702288627625/0.5068591237068176/,0.14366380870342255/0.34947702288627625/0.5068591237068176/,2.0,2/,0.0009541511535644531
0.08523395657539368/0.30935266613960266/0.6054133772850037/,0.08523395657539368/0.30935266613960266/0.6054133772850037/,2.0,2/,0.0006451606750488281
0.0440874807536602/0.1422467678785324/0.8136657476425171/,0.0440874807536602/0.1422467678785324/0.8136657476425171/,2.0,2/,0.0006010532379150391
0.12511970102787018/0.7079693078994751/0.16691097617149353/,0.12511970102787018/0.7079693078994751/0.16691097617149353/,0.0,1/,0.00041413307189941406
0.03640560805797577/0.7286781668663025/0.23491619527339935/,0.03640560805797577/0.7286781668663025/0.23491619527339935/,0.0,1/,0.0004839897155761719
0.23737935721874237/0.4712770879268646/0.2913435399532318/,0.23737935721874237/0.4712770879268646/0.2913435399532318/,0.0,1/,0.0006101131439208984
0.695234477519989/0.24513927102088928/0.059626299887895584/,0.695234477519989/0.24513927102088928/0.059626299887895584/,0.0,0/,0.0006968975067138672
0.7500860691070557/0.15100796520709991/0.09890595078468323/,0.7500860691070557/0.15100796520709991/0.09890595078468323/,0.0,0/,0.0010199546813964844
0.44648459553718567/0.2771807312965393/0.2763347327709198/,0.44648459553718567/0.2771807312965393/0.2763347327709198/,1.0,0/,0.0007119178771972656
0.33129194378852844/0.5032745599746704/0.16543348133563995/,0.33129194378852844/0.5032745599746704/0.16543348133563995/,1.0,1/,0.0006189346313476562
0.13357414305210114/0.6729497313499451/0.19347615540027618/,0.13357414305210114/0.6729497313499451/0.19347615540027618/,1.0,1/,0.0004961490631103516
0.09161737561225891/0.4511926770210266/0.45719000697135925/,0.09161737561225891/0.4511926770210266/0.45719000697135925/,1.0,2/,0.001110076904296875
0.34936580061912537/0.5980028510093689/0.05263138934969902/,0.34936580061912537/0.5980028510093689/0.05263138934969902/,1.0,1/,0.0007550716400146484
0.2906305491924286/0.4839695692062378/0.22539977729320526/,0.2906305491924286/0.4839695692062378/0.22539977729320526/,2.0,1/,0.0010492801666259766
0.19257797300815582/0.5870495438575745/0.2203725278377533/,0.19257797300815582/0.5870495438575745/0.2203725278377533/,2.0,1/,0.0007250308990478516
0.04475634545087814/0.7885748147964478/0.1666688770055771/,0.04475634545087814/0.7885748147964478/0.1666688770055771/,2.0,1/,0.0010998249053955078
0.03844358026981354/0.7917515635490417/0.16980476677417755/,0.03844358026981354/0.7917515635490417/0.16980476677417755/,2.0,1/,0.0010268688201904297
0.05485893040895462/0.15423434972763062/0.7909067273139954/,0.05485893040895462/0.15423434972763062/0.7909067273139954/,2.0,2/,0.0009160041809082031
0.03889956325292587/0.17437274754047394/0.7867276668548584/,0.03889956325292587/0.17437274754047394/0.7867276668548584/,0.0,2/,0.00041675567626953125
0.03076891414821148/0.11698970943689346/0.8522413969039917/,0.03076891414821148/0.11698970943689346/0.8522413969039917/,0.0,2/,0.0005311965942382812
0.4463717043399811/0.27989447116851807/0.27373388409614563/,0.4463717043399811/0.27989447116851807/0.27373388409614563/,0.0,0/,0.0006070137023925781
0.3644039034843445/0.4668375253677368/0.1687585711479187/,0.3644039034843445/0.4668375253677368/0.1687585711479187/,0.0,1/,0.0008151531219482422
0.6203503608703613/0.35228651762008667/0.027363114058971405/,0.6203503608703613/0.35228651762008667/0.027363114058971405/,0.0,0/,0.0008671283721923828
0.23387354612350464/0.4231327772140503/0.34299370646476746/,0.23387354612350464/0.4231327772140503/0.34299370646476746/,1.0,1/,0.0005068778991699219
0.11819228529930115/0.5701096653938293/0.3116980493068695/,0.11819228529930115/0.5701096653938293/0.3116980493068695/,1.0,1/,0.0004830360412597656
0.06214147433638573/0.6523615717887878/0.28549695014953613/,0.06214147433638573/0.6523615717887878/0.28549695014953613/,1.0,1/,0.0007243156433105469
0.2551751136779785/0.5157603621482849/0.22906458377838135/,0.2551751136779785/0.5157603621482849/0.22906458377838135/,1.0,1/,0.0007128715515136719
0.8573612570762634/0.13216982781887054/0.01046887505799532/,0.8573612570762634/0.13216982781887054/0.01046887505799532/,1.0,0/,0.0007731914520263672
0.02619357593357563/0.1031930223107338/0.8706133961677551/,0.02619357593357563/0.1031930223107338/0.8706133961677551/,2.0,2/,0.00044798851013183594
0.023859022185206413/0.12264743447303772/0.8534936308860779/,0.023859022185206413/0.12264743447303772/0.8534936308860779/,2.0,2/,0.0005030632019042969
0.1698199063539505/0.3180675506591797/0.5121124982833862/,0.1698199063539505/0.3180675506591797/0.5121124982833862/,2.0,2/,0.0005419254302978516
0.29782935976982117/0.3136059045791626/0.38856467604637146/,0.29782935976982117/0.3136059045791626/0.38856467604637146/,2.0,2/,0.0006492137908935547
0.12448064982891083/0.11866224557161331/0.75685715675354/,0.12448064982891083/0.11866224557161331/0.75685715675354/,2.0,2/,0.0008351802825927734
0.05681060999631882/0.16518305242061615/0.7780063152313232/,0.05681060999631882/0.16518305242061615/0.7780063152313232/,0.0,2/,0.0004229545593261719
0.04616678133606911/0.07874678820371628/0.8750864267349243/,0.04616678133606911/0.07874678820371628/0.8750864267349243/,0.0,2/,0.0005397796630859375
0.06513744592666626/0.8336857557296753/0.10117672383785248/,0.06513744592666626/0.8336857557296753/0.10117672383785248/,0.0,1/,0.0006260871887207031
0.06091228872537613/0.857231616973877/0.08185607939958572/,0.06091228872537613/0.857231616973877/0.08185607939958572/,0.0,1/,0.0007228851318359375
0.5285358428955078/0.3932568430900574/0.07820730656385422/,0.5285358428955078/0.3932568430900574/0.07820730656385422/,0.0,0/,0.0009140968322753906
0.42546406388282776/0.2454575002193451/0.32907840609550476/,0.42546406388282776/0.2454575002193451/0.32907840609550476/,1.0,0/,0.00036406517028808594
0.1036764457821846/0.7515611052513123/0.14476238191127777/,0.1036764457821846/0.7515611052513123/0.14476238191127777/,1.0,1/,0.0005669593811035156
0.11931391805410385/0.7655307650566101/0.11515534669160843/,0.11931391805410385/0.7655307650566101/0.11515534669160843/,1.0,1/,0.0005011558532714844
0.21040873229503632/0.2862139642238617/0.5033772587776184/,0.21040873229503632/0.2862139642238617/0.5033772587776184/,1.0,2/,0.0005640983581542969
0.2635954022407532/0.4548545777797699/0.28155001997947693/,0.2635954022407532/0.4548545777797699/0.28155001997947693/,1.0,1/,0.0006318092346191406
0.19141560792922974/0.39024782180786133/0.41833654046058655/,0.19141560792922974/0.39024782180786133/0.41833654046058655/,2.0,2/,0.00034928321838378906
0.09868153184652328/0.7116014957427979/0.18971705436706543/,0.09868153184652328/0.7116014957427979/0.18971705436706543/,2.0,1/,0.0010123252868652344
0.11458124965429306/0.7140178084373474/0.1714009940624237/,0.11458124965429306/0.7140178084373474/0.1714009940624237/,2.0,1/,0.0006463527679443359
0.09053291380405426/0.6410945057868958/0.26837262511253357/,0.09053291380405426/0.6410945057868958/0.26837262511253357/,2.0,1/,0.0005807876586914062
0.046469103544950485/0.09038066118955612/0.8631501793861389/,0.046469103544950485/0.09038066118955612/0.8631501793861389/,2.0,2/,0.0006167888641357422
0.3856382966041565/0.43092623353004456/0.18343546986579895/,0.3856382966041565/0.43092623353004456/0.18343546986579895/,0.0,1/,0.0005099773406982422
0.15657417476177216/0.7666584849357605/0.07676732540130615/,0.15657417476177216/0.7666584849357605/0.07676732540130615/,0.0,1/,0.0005228519439697266
0.17719051241874695/0.7576367855072021/0.06517268717288971/,0.17719051241874695/0.7576367855072021/0.06517268717288971/,0.0,1/,0.0005550384521484375
0.8265488743782043/0.16862884163856506/0.004822223912924528/,0.8265488743782043/0.16862884163856506/0.004822223912924528/,0.0,0/,0.0006620883941650391
0.7093030214309692/0.2818792462348938/0.008817666210234165/,0.7093030214309692/0.2818792462348938/0.008817666210234165/,0.0,0/,0.0007579326629638672
0.43325039744377136/0.44902077317237854/0.1177288144826889/,0.43325039744377136/0.44902077317237854/0.1177288144826889/,1.0,1/,0.0004138946533203125
0.3557201325893402/0.5682690143585205/0.07601083815097809/,0.3557201325893402/0.5682690143585205/0.07601083815097809/,1.0,1/,0.0004639625549316406
0.22255699336528778/0.6867080330848694/0.09073491394519806/,0.22255699336528778/0.6867080330848694/0.09073491394519806/,1.0,1/,0.0004711151123046875
0.5277599692344666/0.35481515526771545/0.11742489039897919/,0.5277599692344666/0.35481515526771545/0.11742489039897919/,1.0,0/,0.0004911422729492188
0.3976577818393707/0.4764931797981262/0.12584899365901947/,0.3976577818393707/0.4764931797981262/0.12584899365901947/,1.0,1/,0.0006301403045654297
0.1920623779296875/0.5141071677207947/0.2938304841518402/,0.1920623779296875/0.5141071677207947/0.2938304841518402/,2.0,1/,0.0005099773406982422
0.10764927417039871/0.4242304265499115/0.4681203365325928/,0.10764927417039871/0.4242304265499115/0.4681203365325928/,2.0,2/,0.00127410888671875
0.12696301937103271/0.5705900192260742/0.30244702100753784/,0.12696301937103271/0.5705900192260742/0.30244702100753784/,2.0,1/,0.0007343292236328125
0.10800483822822571/0.6798103451728821/0.2121848464012146/,0.10800483822822571/0.6798103451728821/0.2121848464012146/,2.0,1/,0.0007951259613037109
0.37241682410240173/0.4605923295021057/0.16699089109897614/,0.37241682410240173/0.4605923295021057/0.16699089109897614/,2.0,1/,0.0008990764617919922
0.3978917598724365/0.4886831045150757/0.1134251281619072/,0.3978917598724365/0.4886831045150757/0.1134251281619072/,0.0,1/,0.0004436969757080078
0.07792038470506668/0.8923299908638/0.02974965050816536/,0.07792038470506668/0.8923299908638/0.02974965050816536/,0.0,1/,0.0004820823669433594
0.06500917673110962/0.8942672610282898/0.04072347283363342/,0.06500917673110962/0.8942672610282898/0.04072347283363342/,0.0,1/,0.0007040500640869141
0.747949481010437/0.23698735237121582/0.0150630883872509/,0.747949481010437/0.23698735237121582/0.0150630883872509/,0.0,0/,0.0006129741668701172
0.7971675992012024/0.19849567115306854/0.004336775280535221/,0.7971675992012024/0.19849567115306854/0.004336775280535221/,0.0,0/,0.0009331703186035156
0.08641736954450607/0.3030436933040619/0.6105390191078186/,0.08641736954450607/0.3030436933040619/0.6105390191078186/,1.0,2/,0.0005471706390380859
0.04849383980035782/0.1979806274175644/0.7535255551338196/,0.04849383980035782/0.1979806274175644/0.7535255551338196/,1.0,2/,0.00047206878662109375
0.05190873518586159/0.869714081287384/0.0783771201968193/,0.05190873518586159/0.869714081287384/0.0783771201968193/,1.0,1/,0.0005979537963867188
0.23810966312885284/0.6564483642578125/0.10544203221797943/,0.23810966312885284/0.6564483642578125/0.10544203221797943/,1.0,1/,0.0006551742553710938
0.3067287504673004/0.6611546277999878/0.03211664780974388/,0.3067287504673004/0.6611546277999878/0.03211664780974388/,1.0,1/,0.0008687973022460938
0.238104447722435/0.39094632863998413/0.3709491789340973/,0.238104447722435/0.39094632863998413/0.3709491789340973/,2.0,1/,0.0004169940948486328
