Real_Goal,Cost,Prob,Results
0,0.3249209857141609/0.3507481981331639/0.3243308161526753/,0.3249209857141609/0.3507481981331639/0.3243308161526753/,1/
0,0.4193503555436611/0.3637808898819219/0.21686875457441687/,0.4193503555436611/0.3637808898819219/0.21686875457441687/,0/
0,0.4708642652676437/0.36108203275149037/0.1680537019808659/,0.4708642652676437/0.36108203275149037/0.1680537019808659/,0/
0,0.5419379764322202/0.34630256662848913/0.11175945693929068/,0.5419379764322202/0.34630256662848913/0.11175945693929068/,0/
0,0.2531587530867001/0.32423836783246346/0.4226028790808364/,0.2531587530867001/0.32423836783246346/0.4226028790808364/,2/
0,0.18178581660628113/0.2814398777366122/0.5367743056571067/,0.18178581660628113/0.2814398777366122/0.5367743056571067/,2/
0,0.24484161995363812/0.32015269196930424/0.43500568807705764/,0.24484161995363812/0.32015269196930424/0.43500568807705764/,2/
0,0.3168977923727262/0.34852770905048136/0.3345744985767924/,0.3168977923727262/0.34852770905048136/0.3345744985767924/,1/
0,0.3917822925106455/0.3624174374255203/0.2458002700638342/,0.3917822925106455/0.3624174374255203/0.2458002700638342/,0/
0,0.2209766183512762/0.30716348398439297/0.4718598976643308/,0.2209766183512762/0.30716348398439297/0.4718598976643308/,2/
0,0.19675789517486766/0.29194891745310897/0.5112931873720233/,0.19675789517486766/0.29194891745310897/0.5112931873720233/,2/
0,0.22574362532249123/0.3099120642862515/0.46434431039125723/,0.22574362532249123/0.3099120642862515/0.46434431039125723/,2/
0,0.395358143552743/0.3627060402344688/0.24193581621278826/,0.395358143552743/0.3627060402344688/0.24193581621278826/,0/
0,0.42551963939857324/0.3638163016996001/0.21066405890182663/,0.42551963939857324/0.3638163016996001/0.21066405890182663/,0/
0,0.2899881354398021/0.33974237715298367/0.37026948740721427/,0.2899881354398021/0.33974237715298367/0.37026948740721427/,2/
0,0.3267077164854473/0.351218179401515/0.3220741041130378/,0.3267077164854473/0.351218179401515/0.3220741041130378/,1/
0,0.32313555613290745/0.35026966425407313/0.32659477961301947/,0.32313555613290745/0.35026966425407313/0.32659477961301947/,1/
0,0.2904249458136643/0.33990173842115207/0.36967331576518375/,0.2904249458136643/0.33990173842115207/0.36967331576518375/,2/
0,0.32536754910086213/0.3508664959249572/0.32376595497418076/,0.32536754910086213/0.3508664959249572/0.32376595497418076/,1/
0,0.249402888910875/0.322420867404493/0.428176243684632/,0.249402888910875/0.322420867404493/0.428176243684632/,2/
0,0.2969963755639942/0.342231732172027/0.3607718922639788/,0.2969963755639942/0.342231732172027/0.3607718922639788/,2/
0,0.406500313043713/0.3633912053057097/0.2301084816505773/,0.406500313043713/0.3633912053057097/0.2301084816505773/,0/
0,0.6068122650565723/0.3217780106917145/0.07140972425171323/,0.6068122650565723/0.3217780106917145/0.07140972425171323/,0/
0,0.5419379764322202/0.34630256662848913/0.11175945693929068/,0.5419379764322202/0.34630256662848913/0.11175945693929068/,0/
0,0.23541370280064342/0.3152493338242999/0.4493369633750566/,0.23541370280064342/0.3152493338242999/0.4493369633750566/,2/
0,0.27739751720742395/0.33490584248025723/0.3876966403123189/,0.27739751720742395/0.33490584248025723/0.3876966403123189/,2/
0,0.2560943680809745/0.32562768707539297/0.4182779448436325/,0.2560943680809745/0.32562768707539297/0.4182779448436325/,2/
0,0.33655493891420435/0.3536495099818751/0.30979555110392054/,0.33655493891420435/0.3536495099818751/0.30979555110392054/,1/
0,0.34014277974100243/0.3544689234377799/0.30538829682121765/,0.34014277974100243/0.3544689234377799/0.30538829682121765/,1/
0,0.18465557024130888/0.2835227209596211/0.53182170879907/,0.18465557024130888/0.2835227209596211/0.53182170879907/,2/
0,0.18142889368739532/0.2811785022179681/0.5373926040946366/,0.18142889368739532/0.2811785022179681/0.5373926040946366/,2/
0,0.19675789517486766/0.29194891745310897/0.5112931873720233/,0.19675789517486766/0.29194891745310897/0.5112931873720233/,2/
0,0.2502356947711132/0.32282776254966344/0.42693654267922343/,0.2502356947711132/0.32282776254966344/0.42693654267922343/,2/
0,0.29436356412542136/0.3413133817352818/0.36432305413929683/,0.29436356412542136/0.3413133817352818/0.36432305413929683/,2/
0,0.25777736887265806/0.3264119063122666/0.4158107248150753/,0.25777736887265806/0.3264119063122666/0.4158107248150753/,2/
0,0.24154521512631927/0.31847147196977144/0.43998331290390935/,0.24154521512631927/0.31847147196977144/0.43998331290390935/,2/
0,0.21861076953726505/0.30577005532017115/0.4756191751425639/,0.21861076953726505/0.30577005532017115/0.4756191751425639/,2/
0,0.2544153560612575/0.32483641520852646/0.42074822873021606/,0.2544153560612575/0.32483641520852646/0.42074822873021606/,2/
0,0.2978751865367155/0.34253378036991705/0.35959103309336743/,0.2978751865367155/0.34253378036991705/0.35959103309336743/,2/
0,0.16109693325702887/0.2654081665855052/0.573494900157466/,0.16109693325702887/0.2654081665855052/0.573494900157466/,2/
0,0.15878174096268083/0.2634982458209332/0.577720013216386/,0.15878174096268083/0.2634982458209332/0.577720013216386/,2/
0,0.15746821513114764/0.26240382729646666/0.5801279575723858/,0.15746821513114764/0.26240382729646666/0.5801279575723858/,2/
0,0.20315355866583432/0.2961752386572975/0.5006712026768683/,0.20315355866583432/0.2961752386572975/0.5006712026768683/,2/
0,0.36755697557337846/0.35957557631880976/0.27286744810781166/,0.36755697557337846/0.35957557631880976/0.27286744810781166/,0/
0,0.2804223913209786/0.33611096655769196/0.3834666421213294/,0.2804223913209786/0.33611096655769196/0.3834666421213294/,2/
0,0.40160428017495076/0.36312998534331675/0.23526573448173255/,0.40160428017495076/0.36312998534331675/0.23526573448173255/,0/
0,0.5825679820496534/0.33216221178553634/0.08526980616481017/,0.5825679820496534/0.33216221178553634/0.08526980616481017/,0/
0,0.6201037203515773/0.3154753531131211/0.06442092653530153/,0.6201037203515773/0.3154753531131211/0.06442092653530153/,0/
0,0.5754100020670082/0.33495115162356903/0.08963884630942266/,0.5754100020670082/0.33495115162356903/0.08963884630942266/,0/
0,0.18682453426300494/0.2850750613054851/0.52810040443151/,0.18682453426300494/0.2850750613054851/0.52810040443151/,2/
0,0.24236763532260422/0.31889424106711933/0.4387381236102765/,0.24236763532260422/0.31889424106711933/0.4387381236102765/,2/
0,0.2649731230215778/0.32966484823409065/0.4053620287443316/,0.2649731230215778/0.32966484823409065/0.4053620287443316/,2/
0,0.3477758941096336/0.3560950995332002/0.29612900635716616/,0.3477758941096336/0.3560950995332002/0.29612900635716616/,1/
0,0.3725005397824007/0.36028167318043686/0.2672177870371624/,0.3725005397824007/0.36028167318043686/0.2672177870371624/,0/
0,0.2531587530867001/0.32423836783246346/0.4226028790808364/,0.2531587530867001/0.32423836783246346/0.4226028790808364/,2/
0,0.23338457287754058/0.3141555224345739/0.4524599046878856/,0.23338457287754058/0.3141555224345739/0.4524599046878856/,2/
0,0.23908478420760437/0.3171934212153729/0.4437217945770226/,0.23908478420760437/0.3171934212153729/0.4437217945770226/,2/
0,0.2969963755639942/0.342231732172027/0.3607718922639788/,0.2969963755639942/0.342231732172027/0.3607718922639788/,2/
0,0.30139623528564/0.34372151776628257/0.3548822469480775/,0.30139623528564/0.34372151776628257/0.3548822469480775/,2/
0,0.19267718636366568/0.28917134053212346/0.5181514731042108/,0.19267718636366568/0.28917134053212346/0.5181514731042108/,2/
0,0.18864280595991056/0.2863620426130823/0.5249951514270071/,0.18864280595991056/0.2863620426130823/0.5249951514270071/,2/
0,0.18537698016064855/0.2840411175023523/0.5305819023369993/,0.18537698016064855/0.2840411175023523/0.5305819023369993/,2/
0,0.22694260035472982/0.31059105631783934/0.4624663433274309/,0.22694260035472982/0.31059105631783934/0.4624663433274309/,2/
0,0.26752879081205216/0.3307814955195605/0.40168971366838746/,0.26752879081205216/0.3307814955195605/0.40168971366838746/,2/
0,0.23015370245251712/0.3123853812339157/0.4574609163135673/,0.23015370245251712/0.3123853812339157/0.4574609163135673/,2/
0,0.33924552702536076/0.354267314797937/0.3064871581767022/,0.33924552702536076/0.354267314797937/0.3064871581767022/,1/
0,0.4193503555436611/0.3637808898819219/0.21686875457441687/,0.4193503555436611/0.3637808898819219/0.21686875457441687/,0/
0,0.4206743529795737/0.36379676454332227/0.215528882477104/,0.4206743529795737/0.36379676454332227/0.215528882477104/,0/
0,0.5121106334737419/0.35405575263887873/0.13383361388737947/,0.5121106334737419/0.35405575263887873/0.13383361388737947/,0/
0,0.20849973481035733/0.2995915085518745/0.49190875663776806/,0.20849973481035733/0.2995915085518745/0.49190875663776806/,2/
0,0.1930462581037234/0.28942518370202247/0.5175285581942541/,0.1930462581037234/0.28942518370202247/0.5175285581942541/,2/
0,0.23460115281428992/0.3148129773511763/0.45058586983453375/,0.23460115281428992/0.3148129773511763/0.45058586983453375/,2/
0,0.2569353738842039/0.3260206818586324/0.4170439442571636/,0.2569353738842039/0.3260206818586324/0.4170439442571636/,2/
0,0.3137861271618415/0.3476177920980972/0.33859608074006126/,0.3137861271618415/0.3476177920980972/0.33859608074006126/,1/
0,0.273952401671765/0.33349970122552125/0.39254789710271376/,0.273952401671765/0.33349970122552125/0.39254789710271376/,2/
0,0.226542624966034/0.3103650932363268/0.4630922817976392/,0.226542624966034/0.3103650932363268/0.4630922817976392/,2/
0,0.21743233713234497/0.3050686648672489/0.4774989980004063/,0.21743233713234497/0.3050686648672489/0.4774989980004063/,2/
0,0.2838907857919354/0.33745907242022394/0.3786501417878406/,0.2838907857919354/0.33745907242022394/0.3786501417878406/,2/
0,0.3531690784331445/0.3571485729606985/0.2896823486061571/,0.3531690784331445/0.3571485729606985/0.2896823486061571/,1/
0,0.25819873480072425/0.32660685244361626/0.4151944127556596/,0.25819873480072425/0.32660685244361626/0.4151944127556596/,2/
0,0.32224335075072635/0.35002719557247614/0.32772945367679746/,0.32224335075072635/0.35002719557247614/0.32772945367679746/,1/
0,0.4606631183445272/0.3621547100855427/0.17718217156993/,0.4606631183445272/0.3621547100855427/0.17718217156993/,0/
0,0.4954592692053229/0.35741004653817476/0.14713068425650244/,0.4954592692053229/0.35741004653817476/0.14713068425650244/,0/
0,0.5607869018288419/0.3402536901006721/0.09895940807048602/,0.5607869018288419/0.3402536901006721/0.09895940807048602/,0/
0,0.26242566271694123/0.3285316815605375/0.40904265572252113/,0.26242566271694123/0.3285316815605375/0.40904265572252113/,2/
0,0.22894719830250537/0.311715313383529/0.4593374883139657/,0.22894719830250537/0.311715313383529/0.4593374883139657/,2/
0,0.23500727874293098/0.3150313509752573/0.44996137028181177/,0.23500727874293098/0.3150313509752573/0.44996137028181177/,2/
0,0.33700324225615025/0.35375382858113374/0.309242929162716/,0.33700324225615025/0.35375382858113374/0.309242929162716/,1/
0,0.357215511163067/0.35788735183518333/0.2848971370017496/,0.357215511163067/0.35788735183518333/0.2848971370017496/,1/
0,0.21081230612682297/0.30103695672565467/0.48815073714752233/,0.21081230612682297/0.30103695672565467/0.48815073714752233/,2/
0,0.204293226964107/0.2969123160592308/0.49879445697666214/,0.204293226964107/0.2969123160592308/0.49879445697666214/,2/
0,0.20888428295712255/0.2998332095694066/0.49128250747347085/,0.20888428295712255/0.2998332095694066/0.49128250747347085/,2/
0,0.2209766183512762/0.30716348398439297/0.4718598976643308/,0.2209766183512762/0.30716348398439297/0.4718598976643308/,2/
0,0.3984831630090841/0.3629308746355789/0.2385859623553371/,0.3984831630090841/0.3629308746355789/0.2385859623553371/,0/
0,0.20888428295712255/0.2998332095694066/0.49128250747347085/,0.20888428295712255/0.2998332095694066/0.49128250747347085/,2/
0,0.24319118124746306/0.31931537276987826/0.4374934459826586/,0.24319118124746306/0.31931537276987826/0.4374934459826586/,2/
0,0.3387969711693305/0.3541656989479727/0.3070373298826969/,0.3387969711693305/0.3541656989479727/0.3070373298826969/,1/
0,0.4585246284592419/0.3623460043553001/0.179129367185458/,0.4585246284592419/0.3623460043553001/0.179129367185458/,0/
0,0.645479746816959/0.30226084370354184/0.052259409479499155/,0.645479746816959/0.30226084370354184/0.052259409479499155/,0/
0,0.2460823474684293/0.32077632393317357/0.43314132859839716/,0.2460823474684293/0.32077632393317357/0.43314132859839716/,2/
0,0.25399623378978664/0.32463750203724484/0.42136626417296846/,0.25399623378978664/0.32463750203724484/0.42136626417296846/,2/
0,0.3338662826874011/0.35301226218686005/0.3131214551257389/,0.3338662826874011/0.35301226218686005/0.3131214551257389/,1/
0,0.48927475706601736/0.35847754031826/0.1522477026157228/,0.48927475706601736/0.35847754031826/0.1522477026157228/,0/
0,0.47297582542185906/0.36082695715204655/0.16619721742609428/,0.47297582542185906/0.36082695715204655/0.16619721742609428/,0/
0,0.14815243256746066/0.2544114830447622/0.5974360843877772/,0.14815243256746066/0.2544114830447622/0.5974360843877772/,2/
0,0.1494155760794648/0.25551929768771053/0.5950651262328246/,0.1494155760794648/0.25551929768771053/0.5950651262328246/,2/
0,0.1761234613476654/0.277231909086378/0.5466446295659566/,0.1761234613476654/0.277231909086378/0.5466446295659566/,2/
0,0.21939806030633144/0.3062359247737141/0.4743660149199545/,0.21939806030633144/0.3062359247737141/0.4743660149199545/,2/
0,0.29743570686523474/0.3423830111845207/0.3601812819502446/,0.29743570686523474/0.3423830111845207/0.3601812819502446/,2/
0,0.2427792680416988/0.31910501209508185/0.43811571986321923/,0.2427792680416988/0.31910501209508185/0.43811571986321923/,2/
0,0.21979220398854987/0.30646833876932067/0.47373945724212946/,0.21979220398854987/0.30646833876932067/0.47373945724212946/,2/
0,0.21430469355646342/0.3031833399210134/0.48251196652252326/,0.21430469355646342/0.3031833399210134/0.48251196652252326/,2/
0,0.3316273762175031/0.3524663966828318/0.3159062270996651/,0.3316273762175031/0.3524663966828318/0.3159062270996651/,1/
0,0.32090570362014476/0.3496594968534723/0.3294347995263828/,0.32090570362014476/0.3496594968534723/0.3294347995263828/,1/
0,0.30404287423152393/0.34459072982886635/0.3513663959396097/,0.30404287423152393/0.34459072982886635/0.3513663959396097/,2/
0,0.3271545944520604/0.3513343364023884/0.3215110691455513/,0.3271545944520604/0.3513343364023884/0.3215110691455513/,1/
0,0.3814795525452871/0.36139827238700745/0.2571221750677055/,0.3814795525452871/0.36139827238700745/0.2571221750677055/,0/
0,0.45980825672514386/0.362232577421487/0.17795916585336907/,0.45980825672514386/0.362232577421487/0.17795916585336907/,0/
0,0.6605416331558802/0.2936961974914118/0.04576216935270787/,0.6605416331558802/0.2936961974914118/0.04576216935270787/,0/
0,0.2603092084673553/0.3275748869440716/0.41211590458857317/,0.2603092084673553/0.3275748869440716/0.41211590458857317/,2/
0,0.30713661443606394/0.3455812675623455/0.34728211800159053/,0.30713661443606394/0.3455812675623455/0.34728211800159053/,2/
0,0.2756733439750306/0.33420659830794686/0.3901200577170226/,0.2756733439750306/0.33420659830794686/0.3901200577170226/,2/
0,0.3563162344718111/0.3577269809000914/0.2859567846280974/,0.3563162344718111/0.3577269809000914/0.2859567846280974/,1/
0,0.4272777781025927/0.3638084321871477/0.20891378971025953/,0.4272777781025927/0.3638084321871477/0.20891378971025953/,0/
0,0.25819873480072425/0.32660685244361626/0.4151944127556596/,0.25819873480072425/0.32660685244361626/0.4151944127556596/,2/
0,0.22934905599091165/0.3119390453968808/0.4587118986122077/,0.22934905599091165/0.3119390453968808/0.4587118986122077/,2/
0,0.24113442953539407/0.3182594759170078/0.4406060945475982/,0.24113442953539407/0.3182594759170078/0.4406060945475982/,2/
0,0.26795551776464493/0.33096598495275764/0.40107849728259737/,0.26795551776464493/0.33096598495275764/0.40107849728259737/,2/
0,0.4002671550651523/0.3630477941523603/0.2366850507824873/,0.4002671550651523/0.3630477941523603/0.2366850507824873/,0/
0,0.2544153560612575/0.32483641520852646/0.42074822873021606/,0.2544153560612575/0.32483641520852646/0.42074822873021606/,2/
0,0.24360337399209878/0.3195253220908011/0.43687130391710016/,0.24360337399209878/0.3195253220908011/0.43687130391710016/,2/
0,0.249402888910875/0.322420867404493/0.428176243684632/,0.249402888910875/0.322420867404493/0.428176243684632/,2/
0,0.31289803816937095/0.3473530716209496/0.33974889020967947/,0.31289803816937095/0.3473530716209496/0.33974889020967947/,1/
0,0.3361066892332649/0.3535446512877685/0.31034865947896667/,0.3361066892332649/0.3535446512877685/0.31034865947896667/,1/
1,0.20888428295712255/0.2998332095694066/0.49128250747347085/,0.20888428295712255/0.2998332095694066/0.49128250747347085/,2/
1,0.17577301651383925/0.27696713099648085/0.5472598524896799/,0.17577301651383925/0.27696713099648085/0.5472598524896799/,2/
1,0.19194019223888226/0.2886628689605186/0.5193969388005991/,0.19194019223888226/0.2886628689605186/0.5193969388005991/,2/
1,0.19415576445118554/0.29018512751803266/0.5156591080307817/,0.19415576445118554/0.29018512751803266/0.5156591080307817/,2/
1,0.2843251641943922/0.3376253809995621/0.37804945480604574/,0.2843251641943922/0.3376253809995621/0.37804945480604574/,2/
1,0.2233542972817615/0.3085442356961161/0.4681014670221224/,0.2233542972817615/0.3085442356961161/0.4681014670221224/,2/
1,0.18609996969469586/0.28455856771539334/0.5293414625899108/,0.18609996969469586/0.28455856771539334/0.5293414625899108/,2/
1,0.19787874422447452/0.2927007115760604/0.509420544199465/,0.19787874422447452/0.2927007115760604/0.509420544199465/,2/
1,0.23460115281428992/0.3148129773511763/0.45058586983453375/,0.23460115281428992/0.3148129773511763/0.45058586983453375/,2/
1,0.2527403966374389/0.3240381486362853/0.4232214547262758/,0.2527403966374389/0.3240381486362853/0.4232214547262758/,2/
1,0.22934905599091165/0.3119390453968808/0.4587118986122077/,0.22934905599091165/0.3119390453968808/0.4587118986122077/,2/
1,0.2285456521476807/0.3114912067685063/0.45996314108381314/,0.2285456521476807/0.3114912067685063/0.45996314108381314/,2/
1,0.22894719830250537/0.311715313383529/0.4593374883139657/,0.22894719830250537/0.311715313383529/0.4593374883139657/,2/
1,0.25819873480072425/0.32660685244361626/0.4151944127556596/,0.25819873480072425/0.32660685244361626/0.4151944127556596/,2/
1,0.30051511970184125/0.3434276599182949/0.356057220379864/,0.30051511970184125/0.3434276599182949/0.356057220379864/,2/
1,0.21664839417270107/0.30459936062110127/0.4787522452061977/,0.21664839417270107/0.30459936062110127/0.4787522452061977/,2/
1,0.21939806030633144/0.3062359247737141/0.4743660149199545/,0.21939806030633144/0.3062359247737141/0.4743660149199545/,2/
1,0.20315355866583432/0.2961752386572975/0.5006712026768683/,0.20315355866583432/0.2961752386572975/0.5006712026768683/,2/
1,0.19194019223888226/0.2886628689605186/0.5193969388005991/,0.19194019223888226/0.2886628689605186/0.5193969388005991/,2/
1,0.21979220398854987/0.30646833876932067/0.47373945724212946/,0.21979220398854987/0.30646833876932067/0.47373945724212946/,2/
1,0.24195628403612013/0.3186830606897498/0.43936065527413/,0.24195628403612013/0.3186830606897498/0.43936065527413/,2/
1,0.26242566271694123/0.3285316815605375/0.40904265572252113/,0.26242566271694123/0.3285316815605375/0.40904265572252113/,2/
1,0.2552543594766325/0.3252329291209081/0.4195127114024595/,0.2552543594766325/0.3252329291209081/0.4195127114024595/,2/
1,0.35766515934430476/0.35796672264225454/0.2843681180134406/,0.35766515934430476/0.35796672264225454/0.2843681180134406/,1/
1,0.3495732682987502/0.35645494571281644/0.2939717859884333/,0.3495732682987502/0.35645494571281644/0.2939717859884333/,1/
1,0.28911501595351036/0.3394221544815187/0.3714628295649709/,0.28911501595351036/0.3394221544815187/0.3714628295649709/,2/
1,0.4838762970049773/0.35933025574862587/0.15679344724639685/,0.4838762970049773/0.35933025574862587/0.15679344724639685/,0/
1,0.5495528497096295/0.3439656960632605/0.10648145422711/,0.5495528497096295/0.3439656960632605/0.10648145422711/,0/
1,0.5681495129078852/0.3376503188952649/0.09420016819684998/,0.5681495129078852/0.3376503188952649/0.09420016819684998/,0/
1,0.7150263497499375/0.25841374172458315/0.0265599085254793/,0.7150263497499375/0.25841374172458315/0.0265599085254793/,0/
1,0.20239559928786827/0.2956823653934779/0.5019220353186538/,0.20239559928786827/0.2956823653934779/0.5019220353186538/,2/
1,0.41227168540280773/0.36361914368280346/0.22410917091438887/,0.41227168540280773/0.36361914368280346/0.22410917091438887/,0/
1,0.4712869630495848/0.36103187747204085/0.1676811594783744/,0.4712869630495848/0.36103187747204085/0.1676811594783744/,0/
1,0.5380932969656523/0.34742729541538625/0.11447940761896136/,0.5380932969656523/0.34742729541538625/0.11447940761896136/,0/
1,0.6168189505398946/0.3170728342991674/0.06610821516093808/,0.6168189505398946/0.3170728342991674/0.06610821516093808/,0/
1,0.26242566271694123/0.3285316815605375/0.40904265572252113/,0.26242566271694123/0.3285316815605375/0.40904265572252113/,2/
1,0.35766515934430476/0.35796672264225454/0.2843681180134406/,0.35766515934430476/0.35796672264225454/0.2843681180134406/,1/
1,0.4776040723688405/0.36022827799767443/0.16216764963348512/,0.4776040723688405/0.36022827799767443/0.16216764963348512/,0/
1,0.5644809407542236/0.3389643597728716/0.09655469947290482/,0.5644809407542236/0.3389643597728716/0.09655469947290482/,0/
1,0.6329909238986263/0.3089567352039038/0.05805234089746992/,0.6329909238986263/0.3089567352039038/0.05805234089746992/,0/
1,0.20658231777245695/0.2983783120961534/0.4950393701313897/,0.20658231777245695/0.2983783120961534/0.4950393701313897/,2/
1,0.316452958019188/0.3483993052113074/0.3351477367695046/,0.316452958019188/0.3483993052113074/0.3351477367695046/,1/
1,0.4002671550651523/0.3630477941523603/0.2366850507824873/,0.4002671550651523/0.3630477941523603/0.2366850507824873/,0/
1,0.45766799219627474/0.36241936497488586/0.17991264282883931/,0.45766799219627474/0.36241936497488586/0.17991264282883931/,0/
1,0.636150216737782/0.3072979303057109/0.05655185295650704/,0.636150216737782/0.3072979303057109/0.05655185295650704/,0/
1,0.21430469355646342/0.3031833399210134/0.48251196652252326/,0.21430469355646342/0.3031833399210134/0.48251196652252326/,2/
1,0.23663475463208214/0.3159009271712087/0.4474643181967091/,0.23663475463208214/0.3159009271712087/0.4474643181967091/,2/
1,0.23541370280064342/0.3152493338242999/0.4493369633750566/,0.23541370280064342/0.3152493338242999/0.4493369633750566/,2/
1,0.2713771935359599/0.33242510989859075/0.39619769656544934/,0.2713771935359599/0.33242510989859075/0.39619769656544934/,2/
1,0.363960327336118/0.3590209118775065/0.27701876078637555/,0.363960327336118/0.3590209118775065/0.27701876078637555/,0/
1,0.18250086324194004/0.2819619564502254/0.5355371803078346/,0.18250086324194004/0.2819619564502254/0.5355371803078346/,2/
1,0.1796503044779115/0.27986831477164675/0.5404813807504417/,0.1796503044779115/0.27986831477164675/0.5404813807504417/,2/
1,0.23217070868362133/0.31349458883980597/0.4543347024765726/,0.23217070868362133/0.31349458883980597/0.4543347024765726/,2/
1,0.270092443188303/0.3318814478702951/0.398026108941402/,0.270092443188303/0.3318814478702951/0.398026108941402/,2/
1,0.36755697557337846/0.35957557631880976/0.27286744810781166/,0.36755697557337846/0.35957557631880976/0.27286744810781166/,0/
1,0.18646205538775165/0.284816934731185/0.5287210098810633/,0.18646205538775165/0.284816934731185/0.5287210098810633/,2/
1,0.20619990429867394/0.29813474303966814/0.495665352661658/,0.20619990429867394/0.29813474303966814/0.495665352661658/,2/
1,0.2748124647405834/0.3338541034540401/0.39133343180537644/,0.2748124647405834/0.3338541034540401/0.39133343180537644/,2/
1,0.2611550796023637/0.3279589596075892/0.41088596079004713/,0.2611550796023637/0.3279589596075892/0.41088596079004713/,2/
1,0.4002671550651523/0.3630477941523603/0.2366850507824873/,0.4002671550651523/0.3630477941523603/0.2366850507824873/,0/
1,0.2444285942975753/0.3199439826835335/0.43562742301889124/,0.2444285942975753/0.3199439826835335/0.43562742301889124/,2/
1,0.3935707792702152/0.362565968357138/0.2438632523726468/,0.3935707792702152/0.362565968357138/0.2438632523726468/,0/
1,0.5495528497096295/0.3439656960632605/0.10648145422711/,0.5495528497096295/0.3439656960632605/0.10648145422711/,0/
1,0.6135088301259031/0.31865620012862994/0.06783496974546707/,0.6135088301259031/0.31865620012862994/0.06783496974546707/,0/
1,0.6423945151002122/0.3039494227755715/0.053656062124216176/,0.6423945151002122/0.3039494227755715/0.053656062124216176/,0/
1,0.18537698016064855/0.2840411175023523/0.5305819023369993/,0.18537698016064855/0.2840411175023523/0.5305819023369993/,2/
1,0.21197331863366076/0.30175535533123793/0.4862713260351012/,0.21197331863366076/0.30175535533123793/0.4862713260351012/,2/
1,0.22574362532249123/0.3099120642862515/0.46434431039125723/,0.22574362532249123/0.3099120642862515/0.46434431039125723/,2/
1,0.24898688315322176/0.3222167803724806/0.42879633647429766/,0.24898688315322176/0.3222167803724806/0.42879633647429766/,2/
1,0.24401584532596207/0.31973485906020777/0.4362492956138302/,0.24401584532596207/0.31973485906020777/0.4362492956138302/,2/
1,0.2544153560612575/0.32483641520852646/0.42074822873021606/,0.2544153560612575/0.32483641520852646/0.42074822873021606/,2/
1,0.4024952705045536/0.36318216671551434/0.2343225627799321/,0.4024952705045536/0.36318216671551434/0.2343225627799321/,0/
1,0.5607869018288419/0.3402536901006721/0.09895940807048602/,0.5607869018288419/0.3402536901006721/0.09895940807048602/,0/
1,0.5419379764322202/0.34630256662848913/0.11175945693929068/,0.5419379764322202/0.34630256662848913/0.11175945693929068/,0/
1,0.5681495129078852/0.3376503188952649/0.09420016819684998/,0.5681495129078852/0.3376503188952649/0.09420016819684998/,0/
1,0.2573562482320422/0.3262165158218901/0.4164272359460678/,0.2573562482320422/0.3262165158218901/0.4164272359460678/,2/
1,0.293049249015148/0.3408473677657656/0.3661033832190865/,0.293049249015148/0.3408473677657656/0.3661033832190865/,2/
1,0.42023313921804706/0.3637919772064212/0.21597488357553174/,0.42023313921804706/0.3637919772064212/0.21597488357553174/,0/
1,0.5342240062532191/0.3485218268648122/0.11725416688196869/,0.5342240062532191/0.3485218268648122/0.11725416688196869/,0/
1,0.6265975216529077/0.31224055773731996/0.06116192060977235/,0.6265975216529077/0.31224055773731996/0.06116192060977235/,0/
